Registro ANS,Razão Social,Nome Fantasia,CNPJ,registro_ans,cnpj,razao_social,nome_fantasia,ativa,email,site,representante_nome,representante_cargo,autorizacao_funcionamento_em,concessao_registro_definitivo_em,registrada_em,classificacao_sigla,classificacao_nome,segmentacao_sigla,segmentacao_nome,endereco_logradouro,endereco_numero,endereco_complemento,endereco_bairro,endereco_cep,endereco_municipio_codigo,endereco_municipio_nome,endereco_uf_sigla,endereco_valido,telefone_ddd,telefone_numero,fax_ddd,fax_numero,_links,erro
421731,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,AMHE MED,29.174.910/0001-72,421731,29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,AMHE MED,True,juridico@amhemed.com.br,www.amhemed.com.br,MARCIO ALVES,Representante Perante ANS,2019-08-28,2019-06-13,2019-06-13,MEGRP,Medicina de Grupo,SPP  ,Segmento primario principal - SPP,RUA PEDRO JOSÉ SENGER,230,,VILA HARO,18015000,355220,Sorocaba,SP,False,15,30351030,15,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421731'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
326305,AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,AMIL,29.309.127/0001-79,326305,29309127000179,AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,AMIL,True,representanteans@amil.com.br,www.amil.com.br,ALEXANDRE GINO CAMARGO ZORNIG,REPRESENTANTE LEGAL,2007-10-31,2006-05-11,1998-12-17,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,Avenida Doutor Chucri Zaidan ,S/ Nº,"6º, 7º, 8º ,9º, 16º, 20º e 23º  andares ",VILA FRANCISCO,04711130,355030,São Paulo,SP,False,21,38054491,21,38051088,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/326305'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
325465,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,AMPARA,20.946.877/0001-87,325465,20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,AMPARA ,True,ampara@ampara.com.br,www.ampara.com.br,FLAVIO BERNARDES GONCALVES,DIRETOR PRESIDENTE,2007-07-24,2005-11-01,1998-12-21,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,PÇ COMENDADOR JOÃO PIO FIGUEIREDO WESTIN,107,,MOCOQUINHA,37957148,316470,São Sebastião do Paraíso,MG,False,35,35393636,35,35393600,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/325465'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422720,AMPLA PLANOS DE SAUDE LTDA,AMPLA,41.077.489/0001-87,422720,41077489000187,AMPLA PLANOS DE SAUDE LTDA,AMPLA  ,True,sidney.junior@amplasaude.com,www.amplasaude.com,SIDNEY STORCH DUTRA JUNIOR,SOCIO - ADMINISTRADOR,2021-06-16,2021-04-06,2021-04-06,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,Av. Nilo Peçanha,50,Grupo 2501,CENTRO,20020906,330455,Rio de Janeiro,RJ,False,21,39235406,21,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422720'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423858,AMPLITUDE PLANOS DE SAUDE LTDA,VYDA SAUDE,43.047.552/0001-68,423858,43047552000168,AMPLITUDE PLANOS DE SAUDE LTDA ,VYDA SAUDE,True,amaral.diego@gmail.com,https://vydasaude.com.br/,DIEGO ALVES AMARAL ,SOCIO ADMINISTRADOR ,2024-10-16,2023-11-14,2023-11-14,MEGRP,Medicina de Grupo,,,RUA INCONFIDÊNCIA ,488,SALA 201,CENTRO,30411023,310670,Betim,MG,False,31,39235406,31,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423858'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423319,ANAFE SAUDE,ANAFE SAUDE,45.981.176/0001-00,423319,45981176000100,ANAFE SAUDE,ANAFE SAUDE,True,financeiro@anafesaude.com.br,www.anafesaude.com.br,FLAVIO MURILO PINTO SIVINI,DIRETOR- PRESIDENTE,2022-10-14,2022-08-26,2022-08-26,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,QUADRA 02 LOTE 03 1º ANDAR PARTE ,9.0,JARDIM DA BARRAGEM I,JARDIM DA BARRAGEM I,72920004,520025,Águas Lindas de Goiás,GO,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423319'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
421871,ANGELI SISTEMAS DE SAUDE S.A.,,03.013.779/0001-78,421871,03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,,True,atendimento@planodesaudeangeli.com.br,planodesaudeangeli.com.br,PEDRO ERNESTO CARON,Presidente,2021-10-05,2021-07-29,2021-07-29,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RODOVIA DO CAQUI,1150,SALA PRÓXIMA AO PRONTO SOCORRO,ARAÇATUBA,83430000,410400,Campina Grande do Sul,PR,False,41,35154099,41,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421871'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
424366,AP ADMINISTRAÇÃO DE BENEFICIOS - SOCIEDADE SIMPLES UNIPESSOAL LIMITADA,AP ADMINISTRAÇÃO DE BENEFICIOS SOCIEDADE SIMPLES LIMITADA,55.081.563/0001-43,424366,55081563000143,AP ADMINISTRAÇÃO DE BENEFICIOS - SOCIEDADE SIMPLES UNIPESSOAL LIMITADA,AP ADMINISTRAÇÃO DE BENEFICIOS SOCIEDADE SIMPLES LIMITADA,True,contato@apbeneficios.com.br,www.apbeneficios.com.br,MIGUEL NOEL MEIRELLES,administrador,2025-04-01,2025-03-24,2025-03-24,ADMBN,Administradora de Benefícios,,,Rua Sete de Abril,277.0,conjuntos 11 e 12,Centro,01043000,355030,São Paulo,SP,False,11,33506000,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/424366'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
400882,ÁPICE ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA,ÁPICE-ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,02.811.372/0001-23,400882,02811372000123,ÁPICE ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA,ÁPICE-ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,True,apiceodonto@apiceodonto.com.br,www.apiceodonto.com.br,VANDERLEI DE SOUZA JUNIOR,SÓCIO DIRETOR,2007-09-19,2006-05-04,1999-02-19,ODGRP,Odontologia de Grupo,ST   ,Segmento terciario - ST,R. ELPIDIO GOMES,1262,,CENTRO,14160620,355170,Sertãozinho,SP,False,16,39459143,16,39459143,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/400882'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422932,APLUS ADMINISTRADORA DE BENEFICIOS LTDA,,35.808.498/0001-06,422932,35808498000106,APLUS ADMINISTRADORA DE BENEFICIOS LTDA,,True,contato@aplusadministradora.com.br,,GABRIEL SILVA RODRIGUES,SOCIO ADMINISTRADOR/REPRE,2021-08-05,2021-07-29,2021-07-29,ADMBN,Administradora de Benefícios,,,AVENIDA PRESIDENTE VARGAS,534,SALA 1501,CENTRO,20071000,330455,Rio de Janeiro,RJ,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422932'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418030,A.P.S. ADMINISTRADORA DE BENEFÍCOS LTDA.,A.P.S. SAÚDE.,13.138.885/0001-31,418030,13138885000131,A.P.S. ADMINISTRADORA DE BENEFÍCOS LTDA.,A.P.S. SAÚDE.,True,diretoria@apssaude.com.br,WWW.APSSAUDE.COM.BR,PERCÍVEL GAETA,SóCIO-ADMINISTRADOR E REPRESEN,2011-05-06,2011-05-05,2011-05-05,ADMBN,Administradora de Benefícios,,,RUA VOLUNTÁRIOS DA PÁTRIA,2525,CONJUNTO 143 - SALA 01,SANTANA,02401000,355030,São Paulo,SP,False,11,45223468,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418030'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
421693,AQQUER - ADMINISTRADORA DE BENEFÍCIOS LTDA,AQQUER ADMINISTRADORA,30.902.499/0001-93,421693,30902499000193,AQQUER - ADMINISTRADORA DE BENEFÍCIOS LTDA,AQQUER ADMINISTRADORA,True,aqquer@aqquer.com.br,www.aqquer.com.br,GABRIEL DUTRA,REPRESENTANTE LEGAL,2019-05-27,2019-05-24,2019-05-24,ADMBN,Administradora de Benefícios,,,Rua Barão de Melgaço,2754,Sala 406,Centro,78020800,510340,Cuiabá,MT,False,65,36244416,65,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421693'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
416070,ARCELORMITTAL BRASIL S/A,ARCELORMITTAL BRASIL S/A,17.469.701/0001-77,416070,17469701000177,ARCELORMITTAL BRASIL S/A,ARCELORMITTAL BRASIL S/A,True,beneficios@arcelormittal.com.br,www.arcelomittal.com.br,PATRICIA GARIGLIO DAHER RAYA,GERENTE DE BENEFICIOS,2008-06-10,2007-05-21,2007-05-21,AUTOG,Autogestão,AUTRH,Autogestão por RH,AV. CARANDAI,1115,,FUNCIONARIOS,30130915,310620,Belo Horizonte,MG,False,27,33481463,27,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/416070'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422941,ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,ARL ADMINISTRADORA DE BENEFÍCIOS,41.715.325/0001-38,422941,41715325000138,ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,ARL ADMINISTRADORA DE BENEFÍCIOS,True,paralegalarl@gmail.com,,ALVARO ANTÔNIO REGIS LEMOS,Presidente,2021-08-18,2021-08-11,2021-08-11,ADMBN,Administradora de Benefícios,,,Rua Visconde de Taunay,601.0,,Bom Retiro,01132000,355030,São Paulo,SP,False,11,32252193,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422941'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
352152,ARM PLANOS ODONTOLÓGICOS LTDA.,ARM ODONTOLOGIA,00.743.507/0001-35,352152,00743507000135,ARM PLANOS ODONTOLÓGICOS LTDA.,ARM ODONTOLOGIA,True,alexandre@armodonto.onmicrosoft.com,www.armodonto.com.br,ALEXANDRE DE SOUZA MARTINELLI,DIRETOR,2007-04-19,2006-06-19,1998-12-21,ODGRP,Odontologia de Grupo,ST   ,Segmento terciario - ST,RUA LOEFGREEN ,1291,CONJUNTO 62,VILA CLEMENTINO,04040031,355030,São Paulo,SP,False,11,35155400,11,35155400,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/352152'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
424340,ARTYODONTO BRASIL  PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,ARTYODONTO BRASIL,57.267.292/0001-40,424340,57267292000140,ARTYODONTO BRASIL  PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,ARTYODONTO BRASIL,True,artyodontobrasil@artyodontobrasil.com.br,www.artyodontobrasil.com.br,HÉLCIO CASTRO PEREIRA,DIRETOR ADMINISTRATIVO E FINANCEIRO,2025-04-01,2025-02-17,2025-02-17,ODGRP,Odontologia de Grupo,,,AVENIDA PEDRO PAES DE AZEVEDO,615,LOJA 03,GRAGERU,49025570,280030,Aracaju,SE,False,79,991300040,79,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/424340'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
417769,ASSISTE ADMINISTRADORA DE BENEFÍCIOS LTDA,ASSISTE,12.080.518/0001-61,417769,12080518000161,ASSISTE ADMINISTRADORA DE BENEFÍCIOS LTDA,ASSISTE ,True,bruno@assisteadministradora.com.br,,BRUNO EDELWEISS,SÓCIO-ADMINISTRADOR,2010-12-22,2010-12-20,2010-12-20,ADMBN,Administradora de Benefícios,,,RUA JOÃO HIPÓLITO DE AZEVEDO,18,SALA 3 - TÉRREO,CENTRO,44245000,290850,Conceição do Jacuípe,BA,False,71,30381100,71,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/417769'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
325236,ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,SÃO MIGUEL SAÚDE,66.854.779/0001-10,325236,66854779000110,ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,SÃO MIGUEL SAÚDE,True,saomiguelsaude@uol.com.br,www.saomiguelsaude.com.br,CARLOS ALBERTO FERNANDES MELLACI,DIRETOR,2015-08-26,2015-08-05,1998-12-21,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA ÁLVARO CORREA BORGES,43,ED. GILBERTO MAIDA MELLACE,VILA DR. EIRAS,08010200,355030,São Paulo,SP,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/325236'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423912,ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,,53.249.803/0001-40,423912,53249803000140,ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,,True,administrativo@12deoutubrosaude.com.br,,GISELE ENCARNAÇÃO GUERRERO,Administradora,2024-04-03,2024-03-04,2024-03-04,MEGRP,Medicina de Grupo,,,Rua Presidente Prudente,267,2º andar,Jardim São Paulo,07110140,351880,Guarulhos,SP,False,11,49665132,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423912'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
365297,ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA,RISO PLANO ODONTOLOGICO,01.872.588/0001-36,365297,01872588000136,ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA,RISO PLANO ODONTOLOGICO,True,planoriso@planoriso.com.br,www.planoriso.com.br,MARCIA CHRISTINA VÉRAS BARBOSA,DIRETORA TÉCNICA,2011-02-24,2007-05-31,1998-12-22,ODGRP,Odontologia de Grupo,SOP  ,Segmento proprio - SP,AVENIDA UNIVERSIDADE,28,QUADRA 03,COHAFUMA,65070650,211130,São Luís,MA,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/365297'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423432,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",ADUFEPE SAÚDE,47.325.263/0001-34,423432,47325263000134,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",ADUFEPE SAÚDE,True,adufepesaude@gmail.com,https://adufepesaude.com.br/,JOSÉ CRISTOVAM MARTINS VIEIRA ,presidente,2023-02-15,2022-12-27,2022-12-27,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,Rua Bom Pastor,430.0,Sala 11,Iputinga,50670260,261160,Recife,PE,False,81,86903080,81,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423432'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
406554,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,PROASA SAÚDE,83.367.342/0001-71,406554,83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,PROASA SAÚDE,True,clairton@hab.org.br,www.hab.org.br,JACKSON DOUGLAS DA SILVA FREIRE,GERENTE,2014-01-20,2014-01-16,1999-07-21,FILAN,Filantropia,SSP  ,Segmento secundario principal - SSP,RODOVIA MARIO COVAS,400,,COQUEIRO,67110000,150080,Ananindeua,PA,False,91,32144500,91,32451585,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/406554'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
411752,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,CRUZ AZUL SAÚDE,03.849.449/0001-17,411752,03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,CRUZ AZUL SAÚDE,True,diretoria@maisazulsaude.com.br,https://maisazulsaude.com.br/,EDGAR CUCCOLO,REPRESENTANTE JUNTO À ANS,2009-03-03,2006-06-21,2000-07-21,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA ALBUQUERQUE MARANHÃO,72,,CAMBUCI,01540020,355030,São Paulo,SP,False,11,33885000,11,33885010,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/411752'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
322326,ASSOCIAÇÃO BENEFICENTE CATÓLICA,HOSPITAL SANTA ISABEL,25.335.803/0001-28,322326,25335803000128,ASSOCIAÇÃO BENEFICENTE CATÓLICA,HOSPITAL SANTA ISABEL,True,planosaude@santaisabelsaude.com.br,santaisabelsaude.com.br,FABIANO DOS SANTOS,PRESIDENTE,2007-04-04,2007-02-14,1998-12-29,FILAN,Filantropia,SPSUS,Segmento primario principal / SUS - SPP/SUS,RUA FREI CORNELIO,200,,LAURINDO DE CASTRO,36500000,316990,Ubá,MG,False,32,35391034,32,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/322326'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
304131,ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15),SAÚDE ABAS,02.030.246/0001-31,304131,02030246000131,ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15),SAÚDE ABAS,True,falecom@abas15.org.br,www.saudeabas.org.br,EINSTEIN ROMERO DURÃES,REPRESENTANTE LEGAL,2007-07-24,2006-09-15,1998-12-22,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA BARÃO DE JAGUARA,707,10º ANDAR / SALAS 101/104 - BLOCO MOZART,CENTRO,13015926,350950,Campinas,SP,False,19,37335060,19,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/304131'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
382540,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,APPAI,31.240.963/0001-96,382540,31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,APPAI,True,appai@appai.org.br,www.appai.org.br,JULIO CESAR DA COSTA,DIRETOR PRESIDENTE,,,1999-01-19,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA SENADOR DANTAS,117,"SLJ 211,212,213",CENTRO,20034900,330455,Rio de Janeiro,RJ,False,21,31473242,21,25320563,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/382540'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
409634,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,PRO-SAUDE,73.565.319/0001-38,409634,73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,PRO-SAUDE,True,administrador@prosaudeuepg.com.br,https://prosaudeuepg.com.br/,JEANE SILVANE ECKERT,REPRESENTANTE,2011-09-29,2011-09-27,1999-11-05,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA SENADOR PINHEIRO MACHADO,446,,CENTRO,84040310,411990,Ponta Grossa,PR,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/409634'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
417947,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,SANTA CASA SAÚDE DE RIBEIRÃO PRETO,10.935.483/0001-70,417947,10935483000170,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,SANTA CASA SAÚDE DE RIBEIRÃO PRETO,True,regulacao@santacasasauderp.com.br,https://santacasasauderibeirao.com.br/site/,FERNANDO DE TORO DIAZ,PRESIDENTE DO CONSELHO DE ADMINISTRAÇÃO,2011-08-17,2011-03-31,2011-03-31,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA MEIRA JUNIOR,585,,CAMPOS ELISEOS,14085230,354340,Ribeirão Preto,SP,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/417947'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
416690,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,AMAGIS SAÚDE,07.781.345/0001-79,416690,07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,AMAGIS SAÚDE,True,saude@amagis.com.br,http://amagissaude.com.br/plus/,FLÁVIA BIRCHAL DE MOURA,Vice-Presidente de Saúde,2010-08-16,2008-06-30,2008-06-30,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA ALBITA,194,6º ANDAR,BAIRRO CRUZEIRO,30310160,310620,Belo Horizonte,MG,False,31,30793479,31,32233683,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/416690'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
416568,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,COPASS SAÚDE,08.202.035/0001-15,416568,08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,COPASS SAÚDE,True,copass@copass-saude.com.br,www.copass-saude.com.br,OMAR DE CARVALHO GOMES FILHO,REPRESENTANTE E SUPER EXECUTIV,2015-04-08,2008-02-18,2008-02-18,AUTOG,Autogestão,AUTMN,Autogestão com Mantenedor,RUA CARANGOLA,531,,SANTO ANTôNIO,30330240,310620,Belo Horizonte,MG,False,31,32985820,31,32985801,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/416568'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
417955,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,JUDICEMED,07.945.024/0001-62,417955,07945024000162,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,JUDICEMED,True,JUDICEMED@JUDICEMED.COM.BR,www.judicemed.com.br,MARCEL FERREIRA DOS SANTOS,REPRESENTANTE LEGAL,2011-12-23,2011-03-31,2011-03-31,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA ALBERTO FOLLONI,543,,AHÚ,80540000,410690,Curitiba,PR,False,41,30171600,41,30171601,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/417955'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
