Registro ANS,Razão Social,Nome Fantasia,CNPJ,Logradouro,Complemento,Bairro,CEP,Município,Estado,Telefone 1
423556,SISO PLANO ODONTOLOGICO LTDA,,45.182.795/0001-34,,,,,,,
403865,SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP,PLANIDENTE,02.635.197/0001-60,,,,,,,
333239,SISTEMA PREVSAUDE DENTAL LTDA,PREVTOP,01.672.007/0001-12,,,,,,,
402001,SISTEMA TOTAL DE SAÚDE LTDA.,STSAUDE - SISTEMA TOTAL DE SAUDE,53.454.617/0001-43,,,,,,,
418790,SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR,ONEPLAN PLANOS ODONTOLÓGICOS,11.485.447/0001-14,,,,,,,
352586,SISTEMAS E PLANOS DE SAÚDE LTDA.,SISTEMAS,02.852.017/0001-00,,,,,,,
402095,SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA,DENT SYSTEM,00.644.977/0001-41,,,,,,,
420051,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,SMARTCARE ODONTOLOGIA,19.031.941/0001-10,,,,,,,
423947,SMILES ODONTO LTDA.,,50.068.778/0001-00,,,,,,,
326500,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,50.739.135/0001-41,,,,,,,
415898,SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE,BENECAP SAUDE,08.056.815/0001-02,,,,,,,
413721,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,16.608.812/0001-54,,,,,,,
411809,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,SAMEISA,03.627.391/0001-67,,,,,,,
413941,SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN,DENTAL MED CENTER,04.067.810/0001-16,,,,,,,
413372,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,SAUDE MAIOR,92.219.070/0001-53,,,,,,,
416410,SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,ODONTOPLAN BH,97.403.778/0001-83,,,,,,,
423068,SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA,SOLIDUS ADMINISTRADORA DE BENEFICIOS,42.524.911/0001-68,,,,,,,
415871,SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.,SOLIDENTE,73.862.807/0001-07,,,,,,,
422291,SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA,SOLUTIONS ADMINISTRADORA,25.308.386/0001-24,,,,,,,
424153,SOMA ADMINISTRADORA DE BENEFICIOS LTDA,SOMA ADMINISTRADORA,54.656.587/0001-10,,,,,,,
403245,SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA,SOPREVI SAÚDE BUCAL,89.455.315/0001-37,,,,,,,
419524,SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.,SORRIDEN,19.304.091/0001-87,,,,,,,
421472,SORRISO STUDIO PLANO DE SAUDE LTDA,SORRISO STUDIO,28.862.072/0001-67,,,,,,,
324493,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE,69.259.356/0001-40,,,,,,,
6246,SUL AMERICA COMPANHIA DE SEGURO SAÚDE,,,,,,,,,
417815,SUL AMÉRICA ODONTOLÓGICO S/A,,11.973.134/0001-05,,,,,,,
477,SUL AMÉRICA SEGURADORA DE SAÚDE S.A.,,,,,,,,,
416428,SUL AMÉRICA SERVIÇOS DE SAÚDE S.A.,,02.866.602/0001-51,,,,,,,
423718,SUL DO PARÁ LTDA,SUL DO PARÁ,49.792.664/0001-20,,,,,,,
338346,SULMED - ASSISTÊNCIA MÉDICA LTDA,SULMED,90.747.908/0001-56,,,,,,,
421405,SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.,,30.489.359/0001-35,,,,,,,
424498,SUPORTE ADMINISTRADORA DE BENEFICIOS LTDA,,59.545.187/0001-51,,,,,,,
420981,S1 OPERADORA DE PLANO DE SAÚDE LTDA,S1 SAÚDE,27.113.113/0001-50,,,,,,,
421740,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,,30.951.661/0001-63,,,,,,,
316849,TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,42.465.310/0001-21,,,,,,,
422771,TEMPO MED PLANO DE SAUDE LTDA,TEMPO MED,41.432.461/0001-10,,,,,,,
412759,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,NORDESTE SAÚDE EMPRESARIAL,03.773.153/0001-60,,,,,,,
416193,TOP DOCTOR'S ODONTOLOGIA LTDA,,07.898.011/0001-80,,,,,,,
417114,TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA,TOPDONTO,10.360.856/0001-21,,,,,,,
423548,TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,AURA SAÚDE,43.079.723/0001-30,,,,,,,
423017,TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI,,42.209.475/0001-32,,,,,,,
422827,TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,TRINO,37.020.290/0001-45,,,,,,,
412252,TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA,TUIUIU ADM. DE PLANO DE SAUDE LTDA,04.002.216/0001-47,,,,,,,
424609,UNIÃO HOSPITAIS DE PERNAMBUCO LTDA,UNIHOSPE,60.398.077/0001-93,,,,,,,
414581,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,UNIÃO MÉDICA,04.745.753/0001-87,,,,,,,
423131,UNIÃO SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,44.060.892/0001-91,,,,,,,
418528,UNIBEN ADMINISTRADORA DE BENEFÍCIOS LTDA,UNIBEN ADMINISTRADORA DE BENEFÍCIOS,15.156.097/0001-01,,,,,,,
424501,UNIC ASSISTENCIA MEDICA LTDA,UNIC ASSISTENCIA MEDICA,58.554.194/0001-57,,,,,,,
421944,ÚNICA ASSISTENCIA MEDICA LTDA,,33.379.144/0001-50,,,,,,,
420107,UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA,,24.277.422/0001-77,,,,,,,
423041,UNICOR ADMINISTRADORA DE BENEFICIOS LTDA,UNICOR BENEFICIOS,42.750.007/0001-70,,,,,,,
401072,UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ,UNIDENTAL,02.889.453/0001-46,,,,,,,
413429,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,UNIDENTIS ASSISTÊNCIA ODONTOLÓGICA LTDA,04.222.989/0001-39,,,,,,,
404942,UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA,SORRISO UNIDENT,00.717.142/0001-74,,,,,,,
385255,UNIHOSP SAÚDE LTDA,UNIHOSP,01.445.199/0001-24,,,,,,,
306398,UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.,,87.300.448/0001-09,,,,,,,
354996,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,UNIMED ALFENAS,42.946.061/0001-96,,,,,,,
324159,UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO,UNIMED ALTA MOGIANA,57.214.900/0001-59,,,,,,,
343684,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,UNIMED ALTO DA SERRA,88.732.318/0001-08,,,,,,,
352519,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,UNIMED ALTO JACUÍ,72.234.164/0001-94,,,,,,,
341819,UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,UNIMED ALTO PARANAIBA,00.763.923/0001-03,,,,,,,
348261,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,UNIMED ALTO SÃO FRANCISCO,42.889.436/0001-23,,,,,,,
372561,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED ALTO VALE,00.381.694/0001-54,,,,,,,
345598,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,UNIMED AMPARO,65.422.339/0001-21,,,,,,,
312347,UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.,UNIMED ANÁPOLIS,26.629.238/0001-74,,,,,,,
348082,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,54.012.406/0001-13,,,,,,,
358096,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,UNIMED APUCARANA,81.064.511/0001-79,,,,,,,
354325,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,UNIMED ARAGUARI,20.909.271/0001-71,,,,,,,
335215,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA.,00.111.826/0001-28,,,,,,,
331651,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED ARAXÁ,25.910.449/0001-18,,,,,,,
309087,UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED BARBACENA,25.810.946/0001-44,,,,,,,
304468,UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED ARAGUAIA,37.436.920/0001-67,,,,,,,
303976,UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO,UNIMED BELÉM,04.201.372/0001-37,,,,,,,
343889,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,UNIMED BH,16.513.178/0001-76,,,,,,,
334561,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,UNIMED BLUMENAU,82.624.776/0001-47,,,,,,,
323357,UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,UNIMED CABO FRIO,27.626.696/0001-12,,,,,,,
346951,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,UNIMED CAÇADOR,01.569.902/0001-06,,,,,,,
350346,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,UNIMED CÁCERES,01.143.922/0001-10,,,,,,,
344141,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,UNIMED CAJAZEIRAS - COOPERATIVA DE TRABALHO MÉDICO,02.314.168/0001-05,,,,,,,
343765,UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,UNIMED DE CALDAS NOVAS,00.342.481/0001-13,,,,,,,
367397,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED CAMPINA GRANDE,08.707.473/0001-35,,,,,,,
335690,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED CAMPINAS,46.124.624/0001-11,,,,,,,
367613,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,42.939.207/0001-76,,,,,,,
312851,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO,UNIMED CAMPO GRANDE,03.315.918/0001-18,,,,,,,
347736,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO,26.368.613/0001-70,,,,,,,
340952,UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO,UNIMED CARUARU,24.449.225/0001-98,,,,,,,
315648,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,64.327.059/0001-71,,,,,,,
357138,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,UNIMED CENTRO OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COO,01.608.379/0001-80,,,,,,,
414573,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,UNIMED CENTRO PAULISTA,03.230.123/0001-07,,,,,,,
347507,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,UNIMED JI PARANÁ,00.697.509/0001-35,,,,,,,
320897,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,UNIMED BARRA DO PIRAÍ,39.210.844/0001-00,,,,,,,
354295,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,UNIMED CHAPECÓ,85.283.299/0001-91,,,,,,,
345709,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED CONSELHEIRO LAFAIETE,21.839.519/0001-38,,,,,,,
324345,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,UNIMED COSTA DO DESCOBRIMENTO,97.388.490/0001-87,,,,,,,
371106,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED COSTA OESTE,78.931.391/0001-55,,,,,,,
311146,UNIMED COSTA VERDE RJ,UNIMED COSTA VERDE,36.540.979/0001-38,,,,,,,
342084,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,UNIMED CUIABÁ,03.533.726/0001-88,,,,,,,
304701,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,75.055.772/0001-20,,,,,,,
330108,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED GERAIS DE MINAS,26.189.530/0001-13,,,,,,,
311944,UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ADAMANTINA,00.262.338/0001-11,,,,,,,
303844,UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ANDRADINA COOPERATIVA DE TRABALHO MEDICO,02.687.852/0001-24,,,,,,,
369411,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ARACATUBA,51.093.193/0001-03,,,,,,,
364312,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,UNIMED DE ARARAQUARA,45.272.366/0001-58,,,,,,,
300713,UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ASSIS,54.991.211/0001-62,,,,,,,
304123,UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE AVARÉ,50.368.034/0001-01,,,,,,,
330264,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,UNIMED DE BARRA MANSA,29.290.152/0001-58,,,,,,,
347108,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE BARRETOS,71.925.531/0001-33,,,,,,,
313149,UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE BATATAIS,52.657.079/0001-21,,,,,,,
369659,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,UNIMED BAURU,44.456.036/0001-50,,,,,,,
331341,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE BEBEDOURO,60.633.369/0001-63,,,,,,,
345776,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE BIRIGUI,65.732.836/0001-26,,,,,,,
304883,UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO,UNIMED BOTUCATU,45.425.899/0001-22,,,,,,,
348244,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,01.554.266/0001-49,,,,,,,
334154,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,UNIMED VALE NOVO PAULISTA,48.721.401/0001-67,,,,,,,
352683,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE CAMPOS,40.294.225/0001-12,,,,,,,
366340,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE CAPIVARI,59.499.251/0001-05,,,,,,,
370070,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE CASCAVEL,81.170.003/0001-75,,,,,,,
324566,UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE CATALÃO,01.193.663/0001-32,,,,,,,
351407,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED CATANDUVA,45.118.429/0001-16,,,,,,,
354627,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,UNIMED DE CIANORTE COOPERATIVA DE TRABALHO MEDICO LTDA,81.733.115/0001-97,,,,,,,
344788,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE CORUMBÁ,02.018.620/0001-83,,,,,,,
329339,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,UNIMED CRICIÚMA,82.996.703/0001-86,,,,,,,
333662,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED DE DOURADOS,15.395.999/0001-92,,,,,,,
314781,UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE DRACENA,68.204.486/0001-13,,,,,,,
317144,UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.,UNIMED DE FORTALEZA,05.868.278/0001-07,,,,,,,
355577,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE GUARATINGUETÁ - COOPERATIVA DE TRABALHO MÉDICO,45.207.131/0001-82,,,,,,,
333051,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE GUARULHOS,74.466.137/0001-72,,,,,,,
365238,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE IBITINGA,00.494.870/0001-64,,,,,,,
329886,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,UNIMED DE JABOTICABAL,72.783.970/0001-11,,,,,,,
334847,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED DE JATAÍ,37.652.765/0001-16,,,,,,,
321273,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE JOINVILLE,82.602.327/0001-06,,,,,,,
325031,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE LENÇOIS PAULISTA,67.417.519/0001-40,,,,,,,
301574,UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO,UNIMED LIMEIRA,50.480.953/0001-72,,,,,,,
354279,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,UNIMED DE LINS,71.695.746/0001-05,,,,,,,
343269,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE LONDRINA,75.222.224/0001-47,,,,,,,
385620,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,,48.717.516/0001-88,,,,,,,
302953,UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE,UNIMED COSTA DO SOL,35.830.868/0001-01,,,,,,,
311961,UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA,UNIMED DE MANAUS,04.612.990/0001-70,,,,,,,
336106,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE MARÍLIA,66.872.888/0001-60,,,,,,,
357715,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE MINEIROS,37.898.335/0001-89,,,,,,,
328308,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,UNIMED DE MOCOCA,00.552.181/0001-69,,,,,,,
309524,UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE MONTE ALTO,67.577.171/0001-59,,,,,,,
311294,UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE OURINHOS,51.427.540/0001-97,,,,,,,
361615,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE PARANAGUÁ,75.003.525/0001-80,,,,,,,
320862,UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE PARANAVAÍ,81.076.069/0001-09,,,,,,,
323004,UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO,UNIMED DE PENAPOLIS COOP TRAB MEDICO,00.012.698/0001-65,,,,,,,
342343,UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,UNIMED PINDAMONHANGABA,47.565.155/0001-39,,,,,,,
315729,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,UNIMED DE PIRACICABA,44.803.922/0001-02,,,,,,,
314242,UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,00.840.048/0001-08,,,,,,,
315796,UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO,UNIMED DE PRESIDENTE PRUDENTE,44.863.959/0001-26,,,,,,,
351776,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE REGISTRO,45.467.404/0001-28,,,,,,,
351202,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE RIBEIRAO PRETO,45.232.246/0001-27,,,,,,,
306126,UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO,UNIMED DE RIO CLARO SP,44.663.631/0001-66,,,,,,,
369292,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO M,48.628.366/0001-36,,,,,,,
355721,UNIMED DE SANTOS COOP DE TRAB MEDICO,,58.229.691/0001-80,,,,,,,
354619,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,UNIMED DE SAO JOSÉ DO RIO PARDO,96.182.068/0001-08,,,,,,,
318388,UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SAO ROQUE,74.521.188/0001-50,,,,,,,
303178,UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA,UNIMED DE SOBRAL,07.649.106/0001-60,,,,,,,
361941,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,UNIMED TATUÍ,00.006.037/0001-27,,,,,,,
363286,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE TAUBATÉ,45.171.402/0001-97,,,,,,,
364860,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,UNIMED DE TUBARAO,85.241.339/0001-32,,,,,,,
365530,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE TUPA,56.762.172/0001-57,,,,,,,
362573,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,UNIMED UBA,25.686.544/0001-80,,,,,,,
364584,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO,35.917.970/0001-30,,,,,,,
319121,UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED DIVINOPOLIS,25.250.820/0001-62,,,,,,,
300870,UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS,UNIMED DO BRASIL,48.090.146/0001-00,,,,,,,
356123,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,UNIMED DO CARIRI,07.583.396/0001-96,,,,,,,
321958,UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.,UNIMED DO CEARA,10.395.358/0001-14,,,,,,,
312363,UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS,UNIMED FERJ,31.432.792/0001-05,,,,,,,
355691,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,UNIMED SANTA CATARINA,76.590.884/0001-43,,,,,,,
319996,UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS,FEDERAÇÃO DAS UNIMEDS DO ESTADO DE SÃO PAULO,43.643.139/0001-66,,,,,,,
312720,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,UNIMED PARANÁ,78.339.439/0001-30,,,,,,,
325082,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,UNIMED DO OESTE DA BAHIA,34.063.123/0001-93,,,,,,,
350371,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED DO SUDOESTE,16.415.598/0001-10,,,,,,,
311715,UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,UNIMED ENCOSTA DA SERRA,73.936.395/0001-02,,,,,,,
357022,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,UNIMED (RS)  ERECHIM,87.638.334/0001-73,,,,,,,
340251,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,UNIMED EXTREMO OESTE CATARINENSE,80.653.975/0001-58,,,,,,,
346209,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,42.043.067/0001-53,,,,,,,
328031,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,,02.511.261/0001-00,,,,,,,
351792,UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO,UNIMEDFOZ,81.697.419/0001-46,,,,,,,
354783,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,UNIMED DE FRANCA,45.309.606/0001-41,,,,,,,
336858,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,UNIMED FRANCISCO BELTRAO,81.710.543/0001-02,,,,,,,
352179,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED FRONTEIRA NOROESTE/RS,87.689.527/0001-53,,,,,,,
371564,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED FRUTAL,02.248.344/0001-40,,,,,,,
382876,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,UNIMED GOIANIA,02.476.067/0001-22,,,,,,,
